last_traded_time,ltp,bid_price,ask_price,n_bid_ask_diff,n_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,open_1,close_1,last_traded_time,ltp,bid_price,ask_price,ce_bid_ask_diff,ce_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,open_2,close_2,high,low,avg_trade_price,last_traded_time,ltp,bid_price,ask_price,pe_bid_ask_diff,pe_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,open_3,close_3,high,low,avg_trade_price,cur_open,prev_open,prev_close,pre_prev_close,nifty_cur_open,nifty_prev_open,nifty_prev_close,nifty_pre_prev_close,ce_symbol,ce_cur_open,ce_prev_open,ce_prev_close,ce_pre_prev_close,pe_symbol,pe_cur_open,pe_prev_open,pe_prev_close,pe_pre_prev_close
30-07-2025 13:00,2.4,3.2,5.1,-76725,-1716.4,39000,11625,N,-975,N,0.45,24872.6,24876.5,30-07-2025 13:00,1.35,1.2,1.2,-52800,-73.35,85125,-38925,YES,56700,N,52.8,54,54.55,50.25,0,30-07-2025 13:00,-1,-1.25,-1.2,-17925,-92.9,73350,43725,N,32400,Y,77.9,76.5,79.4,75.45,-0.12,24868.85,24866.35,24868.85,24865.55,24875,24872.6,24876.5,24876,NIFTY25JUL24900CE,54.15,52.8,54,52.7,NIFTY25JUL24900PE,76.7,77.9,76.5,77.75
30-07-2025 13:05,2.2,-3,-1,-32925,-1161.6,24225,3300,N,-10725,Y,0.43,24875,24877.2,30-07-2025 13:05,-1.15,-0.95,-1,-38100,-70.5,94200,86475,Y,60750,N,54.15,52.65,54.65,50.65,0,30-07-2025 13:05,1.25,0.75,0.8,13200,-88.15,70125,104025,YES,15300,N,76.7,77.55,79.9,75.9,-0.12,24863.85,24869.6,24863.75,24868.85,24875,24875,24877.2,24876.5,NIFTY25JUL24900CE,52.5,54.15,52.65,54,NIFTY25JUL24900PE,77.8,76.7,77.55,76.5
30-07-2025 13:10,-8.9,-6.2,-7.1,-35400,-1123.5,29175,-6000,YES,-10050,N,0.08,24875,24867.8,30-07-2025 13:10,-4.2,-4.35,-4.35,-183000,-63.4,95775,-84375,YES,68175,N,108.4,101.85,53.45,42.9,-0.12,30-07-2025 13:10,4.7,4.85,4.9,-112575,-94.75,74325,-3750,Y,-213750,YES,33.9,36.8,90.4,76.9,-0.28,24849.55,24863.85,24849.55,24863.75,24870,24875,24867.8,24877.2,NIFTY25JUL24800CE,102.1,108.4,101.85,108.45,NIFTY25JUL24800PE,36.65,33.9,36.8,33.8
30-07-2025 13:15,-13.5,-9.7,-10.2,-26175,-1194.2,32100,225,N,16725,YES,0.06,24870,24857.1,30-07-2025 13:15,-4.3,-4.35,-4.35,-389250,-62.1,90150,-351300,YES,212250,YES,102.1,95.3,50.1,44.05,-0.06,30-07-2025 13:15,5.6,5.7,5.75,7350,-95.15,71025,81975,YES,-84825,Y,36.65,39.25,88.05,80.15,-0.15,24849.9,24849.9,24849.75,24849.55,24857.1,24870,24857.1,24867.8,NIFTY25JUL24800CE,96.2,102.1,95.3,101.85,NIFTY25JUL24800PE,38.75,36.65,39.25,36.8
30-07-2025 13:20,-10.1,-10.1,-9.9,-75,-1708.1,35475,-975,YES,8400,N,-0.36,24857.1,24848,30-07-2025 13:20,-4,-4,-4,-198750,-62.4,101550,-155250,Y,54750,N,96.2,89,45,38.05,-0.24,30-07-2025 13:20,6.95,6.75,6.75,8325,-118.35,64200,-93675,Y,-155700,YES,38.75,42.35,100.1,85.6,0.01,24837.45,24849.9,24835.9,24849.75,24848,24857.1,24848,24857.1,NIFTY25JUL24800CE,88.95,96.2,89,95.3,NIFTY25JUL24800PE,42.4,38.75,42.35,39.25
30-07-2025 13:25,-3.8,-3.9,-6,-16275,-1323.6,34575,-5625,YES,-12150,Y,-0.13,24848,24843,30-07-2025 13:25,-1.3,-1.2,-1.25,67650,-62.1,92775,6075,Y,95250,YES,88.95,86.25,43.5,38.3,-0.13,30-07-2025 13:25,3.7,3.55,3.55,-5175,-121.05,70050,-10875,YES,45450,Y,42.4,43.85,99.2,88.1,-0.02,24835.85,24837.45,24835.85,24835.9,24843,24848,24843,24848,NIFTY25JUL24800CE,85.4,88.95,86.25,89,NIFTY25JUL24800PE,44.4,42.4,43.85,42.35
30-07-2025 13:30,26.2,23.1,25.3,24975,-1000.6,40500,14850,Y,1050,N,-0.03,24843,24868,30-07-2025 13:30,8,8.75,8.8,-121800,-65.4,101850,226500,Y,-247725,Y,39.4,47.85,49.15,38.8,-0.12,30-07-2025 13:30,-16.65,-16.7,-16.65,18900,-114.2,68175,-201150,Y,116325,Y,97.55,80.3,99.1,79,-0.14,24854.95,24835.95,24854.75,24835.85,24869.2,24843,24868,24843,NIFTY25JUL24900CE,47.25,39.4,47.85,39.2,NIFTY25JUL24900PE,80.6,97.55,80.3,97.5
30-07-2025 13:35,-1.2,2.9,2.4,81225,-1191.8,37575,-5775,YES,-1050,Y,0.2,24869.2,24868,30-07-2025 13:35,1.65,1.8,1.8,-180300,-67.75,102375,126525,N,-61875,YES,47.25,48.95,52.3,45.3,-0.05,30-07-2025 13:35,-1.55,-1.65,-1.65,-36225,-96.4,73425,273150,YES,197175,Y,80.6,79.75,83.45,74.05,-0.26,24859.35,24854.95,24859.65,24854.75,24872.2,24869.2,24868,24868,NIFTY25JUL24900CE,48.85,47.25,48.95,47.85,NIFTY25JUL24900PE,79.85,80.6,79.75,80.3
30-07-2025 13:40,2.8,2,2.6,194850,-1139.1,39450,-19125,YES,19050,YES,0.17,24872.2,24875,30-07-2025 13:40,0.8,1.4,1.5,-270150,-70,104175,213825,Y,72900,YES,48.85,49.55,51,47.5,-0.03,30-07-2025 13:40,-2.85,-3.45,-3.4,32550,-95.7,68250,10575,N,-22650,YES,79.85,77.2,81.65,76.2,-0.13,24862.8,24859.35,24862.8,24859.65,24875,24872.2,24875,24868,NIFTY25JUL24900CE,49.1,48.85,49.55,48.95,NIFTY25JUL24900PE,77.95,79.85,77.2,79.75
30-07-2025 13:45,-0.6,-2,-1.6,-54300,-950.6,37275,-7950,N,34125,N,0.29,24875,24874.4,30-07-2025 13:45,-1,-0.95,-0.95,-42225,-66.85,100425,-165225,YES,81450,N,49.1,48.3,52.35,46.95,-0.04,30-07-2025 13:45,0.05,0.05,0.05,4050,-95.45,73575,18075,N,54750,Y,77.95,77.85,79.35,72.9,-0.26,24857.7,24864.25,24857.7,24862.8,24874.4,24875,24874.4,24875,NIFTY25JUL24900CE,48.35,49.1,48.3,49.55,NIFTY25JUL24900PE,77.75,77.95,77.85,77.2
30-07-2025 13:50,-0.2,2.4,-0.3,-223875,-1320.8,33000,-21000,YES,600,Y,0.17,24874.4,24873.7,30-07-2025 13:50,0.25,0.3,0.25,-64950,-67.35,107550,121950,Y,-92700,Y,48.35,48.45,49.55,43,-0.08,30-07-2025 13:50,-0.6,-0.75,-0.75,-44625,-101.8,73950,-18600,Y,34950,N,77.75,76.85,83.85,75.95,-0.21,24861.15,24857.95,24861.15,24857.7,24873.7,24874.4,24873.7,24874.4,NIFTY25JUL24900CE,48.4,48.35,48.45,48.3,NIFTY25JUL24900PE,77.15,77.75,76.85,77.85
30-07-2025 13:55,-0.8,4.2,5.6,-239175,-779.4,25350,-17850,N,-31725,Y,0.3,24873.7,24873.4,30-07-2025 13:55,2.8,2.75,2.8,427575,-69.75,108600,-29700,YES,-272175,Y,48.4,51.2,52.55,45,-0.04,30-07-2025 13:55,-2.85,-2.9,-2.9,-24675,-95.5,76950,-321900,Y,14475,N,77.15,74.3,81.15,71.95,-0.2,24866.7,24861.7,24866.7,24861.15,24873.9,24873.7,24873.4,24873.7,NIFTY25JUL24900CE,51.45,48.4,51.2,48.45,NIFTY25JUL24900PE,73.95,77.15,74.3,76.85
30-07-2025 14:00,6.1,1.1,0.1,41025,-1419.3,35850,-16425,N,11850,YES,0.5,24873.9,24879.9,30-07-2025 14:00,-0.6,-0.85,-0.8,5475,-69.85,96150,-42675,YES,100800,YES,51.45,50.7,54.35,45.6,-0.02,30-07-2025 14:00,0.4,0.75,0.8,178725,-86.65,72750,65775,YES,-67875,YES,73.95,74.25,80.5,71.3,-0.26,24869.6,24867.3,24869.5,24866.7,24879.9,24873.9,24879.9,24873.4,NIFTY25JUL24900CE,50.6,51.45,50.7,51.2,NIFTY25JUL24900PE,74.4,73.95,74.25,74.3
30-07-2025 14:05,-2.1,-4.2,-1.5,88650,-915.2,33600,48750,Y,-13050,Y,0.27,24879.9,24870.5,30-07-2025 14:05,-1.75,-1.4,-1.45,272625,-72,104250,87000,Y,22875,N,50.6,49.25,55.6,45,-0.03,30-07-2025 14:05,0.3,0.5,0.55,-855150,-89.6,77700,96300,YES,300,Y,74.4,74.8,81.45,69.35,-0.47,24862.2,24869.6,24862.1,24869.5,24877.9,24879.9,24870.5,24879.9,NIFTY25JUL24900CE,49.3,50.6,49.25,50.7,NIFTY25JUL24900PE,74.75,74.4,74.8,74.25
30-07-2025 14:10,-5.9,-2.7,-5.9,-38700,-998.7,31200,9000,N,-600,N,0.14,24877.9,24870,30-07-2025 14:10,-1.9,-1.75,-1.8,100650,-68.3,111000,269700,Y,31575,N,49.3,47.4,50.55,46.25,-0.02,30-07-2025 14:10,-0.45,-0.35,-0.45,-30450,-89.95,70650,9150,N,76500,Y,74.75,74.5,76.5,72.6,-0.14,24860.15,24862.2,24859.95,24862.1,24872,24877.9,24870,24870.5,NIFTY25JUL24900CE,47.4,49.3,47.4,49.25,NIFTY25JUL24900PE,74.7,74.75,74.5,74.8
30-07-2025 14:15,-2,-2.1,-2,2025,-1257.5,34875,3300,N,6300,N,0.2,24872,24868,30-07-2025 14:15,-1.6,-1.7,-1.7,187800,-69.8,104925,-307950,YES,55875,YES,47.4,45.75,49.2,44.15,-0.06,30-07-2025 14:15,1.55,2,1.95,-67575,-102.3,77325,-31650,Y,-92925,YES,74.7,76.7,79.15,72.55,-0.16,24856.25,24860.15,24856.25,24859.95,24870,24872,24868,24870,NIFTY25JUL24900CE,45.8,47.4,45.75,47.4,NIFTY25JUL24900PE,76.25,74.7,76.7,74.5
30-07-2025 14:20,2,4,5,64950,-1112.5,30000,-13950,YES,-11325,Y,0.22,24870,24874.7,30-07-2025 14:20,1.7,1.5,1.5,36675,-71.25,111300,-12525,Y,60825,N,45.8,47.5,48.45,44.8,-0.03,30-07-2025 14:20,-1.9,-1.55,-1.55,-112425,-101,75975,900,YES,130950,Y,76.25,74.8,78.2,73.3,-0.13,24859.4,24857.05,24858.95,24856.25,24874.7,24870,24874.7,24868,NIFTY25JUL24900CE,47.7,45.8,47.5,45.75,NIFTY25JUL24900PE,74.4,76.25,74.8,76.7
30-07-2025 14:25,27,26,24,-89100,-633.5,33300,-5400,N,-36375,Y,0.6,24874.7,24899,30-07-2025 14:25,11.25,11.9,11.85,20400,-79.7,96525,79200,Y,-1002900,Y,47.7,59.4,61.7,47.4,0.1,30-07-2025 14:25,-12.25,-12.75,-12.75,-91500,-88.15,72825,-259950,Y,189900,Y,74.4,61.6,74.7,59.75,-0.67,24877,24859.4,24877,24858.95,24899,24874.7,24899,24874.7,NIFTY25JUL24900CE,58.9,47.7,59.4,47.5,NIFTY25JUL24900PE,62,74.4,61.6,74.8
30-07-2025 14:30,7,5.9,6,-63600,-729.1,40050,-2175,N,-3000,YES,0.97,24899,24905,30-07-2025 14:30,3.85,3.65,3.7,58275,-86.5,115725,320100,Y,97800,YES,58.9,62.45,64.65,54.4,0.23,30-07-2025 14:30,-4.5,-4.5,-4.5,-454275,-82.5,82875,151350,YES,-40575,YES,62,57.65,65.5,56.1,-0.69,24886.55,24876.25,24887.45,24877,24905,24899,24905,24899,NIFTY25JUL24900CE,62.65,58.9,62.45,59.4,NIFTY25JUL24900PE,57.5,62,57.65,61.6
30-07-2025 14:35,-10.2,-8.3,-8,65850,-983.4,40050,-7275,YES,10200,N,0.94,24905,24895,30-07-2025 14:35,-4.7,-5.15,-5.15,70425,-86.6,99225,-173175,YES,334125,YES,62.65,57.7,63.45,55.5,0.11,30-07-2025 14:35,4.2,4.4,4.35,-44925,-82.55,96225,80100,N,-74925,YES,57.5,61.8,63.15,57.1,-0.48,24881.5,24886.55,24881.5,24887.45,24896.9,24905,24895,24905,NIFTY25JUL24900CE,57.75,62.65,57.7,62.45,NIFTY25JUL24900PE,61.7,57.5,61.8,57.65
30-07-2025 14:40,-11.1,-14.2,-13.9,53775,-820.6,33750,-2475,N,12300,N,0.29,24896.9,24882.4,30-07-2025 14:40,-9.3,-9.4,-9.35,-57075,-80,104700,-441225,YES,201975,N,57.75,48.45,58.7,48.45,0.02,30-07-2025 14:40,7.15,7.6,7.6,-130125,-84.6,84675,116175,YES,-138675,YES,61.7,69.6,69.65,61.5,-0.47,24872.35,24882.45,24872.35,24881.5,24882.4,24896.9,24882.4,24895,NIFTY25JUL24900CE,49,57.75,48.45,57.7,NIFTY25JUL24900PE,69.25,61.7,69.6,61.8
30-07-2025 14:45,-3.9,-3.1,-4,-56025,-1266.6,39075,16200,N,-13575,Y,0.19,24882.4,24875.8,30-07-2025 14:45,0,-0.15,-0.15,-46200,-73.8,96000,-11625,Y,-4200,Y,49,48.9,54.4,46.4,-0.01,30-07-2025 14:45,0.05,-0.05,-0.05,-38175,-86.2,84300,-104850,Y,-4650,Y,69.25,69.4,71,62.8,-0.41,24865.85,24870.75,24865.85,24872.35,24876.6,24882.4,24875.8,24882.4,NIFTY25JUL24900CE,49,49,48.9,48.45,NIFTY25JUL24900PE,69.65,69.25,69.4,69.6
30-07-2025 14:50,3.8,3.6,4.2,23550,-1151.4,32250,-47025,YES,10500,YES,0.23,24876.6,24880.6,30-07-2025 14:50,1.4,1.55,1.55,-16350,-71.05,106575,-11250,N,95550,YES,49,50.85,52.3,48.85,-0.01,30-07-2025 14:50,-2.45,-2.4,-2.4,33900,-81.9,80850,-2700,YES,146850,Y,69.65,67.15,69.6,64.6,-0.24,24867.75,24867.25,24867.75,24865.85,24882.3,24876.6,24880.6,24875.8,NIFTY25JUL24900CE,50.85,49,50.85,48.9,NIFTY25JUL24900PE,67.4,69.65,67.15,69.4
30-07-2025 14:55,-3.1,-6.9,-6.5,49200,-496.4,34050,-9975,Y,8325,N,0.28,24882.3,24877.3,30-07-2025 14:55,-4.25,-4.1,-4.15,434250,-70.9,109125,-83550,YES,140925,YES,50.85,46.7,50.85,45.05,-0.05,30-07-2025 14:55,5.05,5,5.05,-75750,-86.1,85575,-3225,Y,-240225,YES,67.4,72.65,74.6,66.4,-0.3,24853.75,24868.2,24853.5,24867.75,24870.9,24882.3,24877.3,24880.6,NIFTY25JUL24900CE,46.6,50.85,46.7,50.85,NIFTY25JUL24900PE,72.5,67.4,72.65,67.15
30-07-2025 15:00,2.9,2.2,-1.2,-33450,-770.5,31950,-21900,YES,750,Y,0.27,24870.9,24873.8,30-07-2025 15:00,0.2,0.2,0.2,-68325,-70.3,108375,204300,Y,23475,N,46.6,46.9,50.3,45.6,-0.04,30-07-2025 15:00,-1.1,-1.1,-1.15,-349200,-91.6,78150,-130875,Y,-87675,Y,72.5,71.2,73.45,65.7,-0.31,24861.1,24853.75,24861.1,24853.5,24873.8,24870.9,24873.8,24877.3,NIFTY25JUL24900CE,46.9,46.6,46.9,46.7,NIFTY25JUL24900PE,71.5,72.5,71.2,72.65
30-07-2025 15:05,-8.7,-7.3,-6.5,45075,-834.7,45600,-37050,YES,16275,N,0.13,24873.8,24865,30-07-2025 15:05,-5.65,-5.6,-5.6,46875,-66.8,103800,-497850,YES,8100,N,46.9,41.35,47.4,40.8,-0.1,30-07-2025 15:05,6.2,5.95,6,-19050,-93.85,74550,-22875,YES,-135825,YES,71.5,77.6,77.7,69.95,-0.23,24854.1,24861.3,24854.1,24861.1,24864.5,24873.8,24865,24873.8,NIFTY25JUL24900CE,41.25,46.9,41.35,46.9,NIFTY25JUL24900PE,77.65,71.5,77.6,71.2
30-07-2025 15:10,5.7,4.6,3.1,-92400,-779.8,47100,20175,Y,-17100,Y,0.05,24864.5,24867.6,30-07-2025 15:10,3.7,3.15,3.15,-785625,-58,98475,171375,Y,-215400,Y,41.25,44.7,45.3,41.25,-0.07,30-07-2025 15:10,-4.15,-3.8,-3.75,-178650,-97,78825,-144900,Y,98025,Y,77.65,73.95,79,73.45,-0.15,24859.5,24852.95,24858.15,24854.1,24869.7,24864.5,24867.6,24865,NIFTY25JUL24900CE,45.3,41.25,44.7,41.35,NIFTY25JUL24900PE,73.45,77.65,73.95,77.6
30-07-2025 15:15,-0.8,-2.1,-1.5,-63750,-714.7,41775,-31950,YES,23775,YES,0.21,24869.7,24870,30-07-2025 15:15,0,-0.05,-0.05,-1193100,-66.9,101325,-214575,YES,-136725,YES,45.3,45.75,48.2,44.4,-0.06,30-07-2025 15:15,1.65,1.75,1.75,-32475,-89.3,78525,-45375,YES,-130800,YES,73.45,74.6,75,69.6,-0.17,24854.55,24859.5,24854.55,24858.15,24870,24869.7,24870,24867.6,NIFTY25JUL24900CE,45.65,45.3,45.75,44.7,NIFTY25JUL24900PE,75.2,73.45,74.6,73.95
30-07-2025 15:20,-0.5,-1.9,-4.1,-189750,-704.8,55125,-15750,N,-2850,Y,0.11,24870,24865.5,30-07-2025 15:20,-0.95,-0.9,-0.9,-1280325,-67.75,105825,-151350,Y,-166200,Y,102.8,102,46.65,43.75,-0.05,30-07-2025 15:20,1.65,1.4,1.4,-80850,-95.7,86400,-64950,Y,-121500,N,33.45,34.6,77,74.2,-0.1,24845.25,24854.15,24846.05,24854.55,24865.5,24870,24865.5,24870,NIFTY25JUL24800CE,102.1,102.8,102,102.95,NIFTY25JUL24800PE,34.4,33.45,34.6,33.15
30-07-2025 15:25,-6.9,-8,-6.9,-95925,-702.4,46200,-41700,YES,-52350,Y,0.08,24866.9,24860,30-07-2025 15:25,-3.4,-3.7,-3.45,-476625,-74.75,122250,-1700925,YES,-776250,Y,44.9,41.5,45.55,41,-0.1,30-07-2025 15:25,3.05,3.25,3.6,-2086350,-113.65,91500,-447975,Y,-545025,YES,76.4,79.45,80,73.75,-0.11,,,,,,,,,,,,,,,,,,
